AgentId,AgentCode,FirstName,LastName,Email,Phone,Role,CountryId,IsActive,CreatedBy,CreatedOn
199,AG0199,Agent199,Lastname,agent199@darglobal.com,+966544599847,Lead Qualifier,9,1,SYSTEM,2025-01-19 10:38:39.938882
200,AG0200,Agent200,Lastname,agent200@darglobal.com,+974566374125,Follow-up Specialist,10,1,SYSTEM,2025-06-05 10:38:39.939014
201,AG0201,Agent201,Lastname,agent201@darglobal.com,+971595809238,Luxury Specialist,6,1,SYSTEM,2024-10-16 10:38:39.939271
202,AG0202,Agent202,Lastname,agent202@darglobal.com,+971560200291,Senior Closer,6,1,SYSTEM,2025-04-10 10:38:39.939406
203,AG0203,Agent203,Lastname,agent203@darglobal.com,+966574052985,Follow-up Specialist,7,1,SYSTEM,2024-10-15 10:38:39.939538
204,AG0204,Agent204,Lastname,agent204@darglobal.com,+91558771482,Senior Closer,6,1,SYSTEM,2025-06-16 10:38:39.939656
205,AG0205,Agent205,Lastname,agent205@darglobal.com,+968534780908,Senior Closer,5,1,SYSTEM,2025-04-02 10:38:39.939783
206,AG0206,Agent206,Lastname,agent206@darglobal.com,+966553775257,Luxury Specialist,10,1,SYSTEM,2025-05-15 10:38:39.939923
207,AG0207,Agent207,Lastname,agent207@darglobal.com,+968590740533,AI Agent Supervisor,1,1,SYSTEM,2024-12-04 10:38:39.940049
208,AG0208,Agent208,Lastname,agent208@darglobal.com,+974524694812,Luxury Specialist,8,1,SYSTEM,2025-04-11 10:38:39.940252
209,AG0209,Agent209,Lastname,agent209@darglobal.com,+966511952314,AI Agent Supervisor,6,1,SYSTEM,2025-06-03 10:38:39.940366
210,AG0210,Agent210,Lastname,agent210@darglobal.com,+91564445751,Senior Closer,10,0,SYSTEM,2025-04-27 10:38:39.940482
211,AG0211,Agent211,Lastname,agent211@darglobal.com,+974505703394,Follow-up Specialist,1,1,SYSTEM,2025-03-05 10:38:39.940631
212,AG0212,Agent212,Lastname,agent212@darglobal.com,+971523567809,Luxury Specialist,9,1,SYSTEM,2025-09-05 10:38:39.940750
213,AG0213,Agent213,Lastname,agent213@darglobal.com,+966574842172,AI Agent Supervisor,8,1,SYSTEM,2025-08-14 10:38:39.940884
214,AG0214,Agent214,Lastname,agent214@darglobal.com,+974528356738,Lead Qualifier,5,0,SYSTEM,2025-06-12 10:38:39.941022
215,AG0215,Agent215,Lastname,agent215@darglobal.com,+971540131083,AI Agent Supervisor,5,1,SYSTEM,2024-11-21 10:38:39.941208
216,AG0216,Agent216,Lastname,agent216@darglobal.com,+91537639184,Lead Qualifier,9,1,SYSTEM,2024-11-23 10:38:39.941330
217,AG0217,Agent217,Lastname,agent217@darglobal.com,+968545745469,AI Agent Supervisor,8,1,SYSTEM,2025-07-03 10:38:39.941447
218,AG0218,Agent218,Lastname,agent218@darglobal.com,+91520515189,Team Leader,8,1,SYSTEM,2025-06-25 10:38:39.941575
219,AG0219,Agent219,Lastname,agent219@darglobal.com,+968510563214,AI Agent Supervisor,10,1,SYSTEM,2025-08-27 10:38:39.941694
220,AG0220,Agent220,Lastname,agent220@darglobal.com,+971581597126,Senior Closer,7,1,SYSTEM,2025-06-28 10:38:39.941816
221,AG0221,Agent221,Lastname,agent221@darglobal.com,+971501524102,Team Leader,5,1,SYSTEM,2025-03-30 10:38:39.941957
222,AG0222,Agent222,Lastname,agent222@darglobal.com,+971566626362,Luxury Specialist,2,1,SYSTEM,2025-06-11 10:38:39.942133
223,AG0223,Agent223,Lastname,agent223@darglobal.com,+966510822814,AI Agent Supervisor,2,1,SYSTEM,2025-04-04 10:38:39.942281
224,AG0224,Agent224,Lastname,agent224@darglobal.com,+971525841846,Follow-up Specialist,7,1,SYSTEM,2025-09-18 10:38:39.942404
225,AG0225,Agent225,Lastname,agent225@darglobal.com,+91523215061,Senior Closer,2,1,SYSTEM,2025-06-06 10:38:39.942526
226,AG0226,Agent226,Lastname,agent226@darglobal.com,+971592733985,Team Leader,7,1,SYSTEM,2024-12-22 10:38:39.942641
227,AG0227,Agent227,Lastname,agent227@darglobal.com,+974532339834,Team Leader,4,1,SYSTEM,2024-11-08 10:38:39.942727
228,AG0228,Agent228,Lastname,agent228@darglobal.com,+91547379179,Senior Closer,8,1,SYSTEM,2024-12-30 10:38:39.942795
229,AG0229,Agent229,Lastname,agent229@darglobal.com,+966564884070,Follow-up Specialist,5,1,SYSTEM,2025-03-29 10:38:39.942860
230,AG0230,Agent230,Lastname,agent230@darglobal.com,+974546695565,Team Leader,2,1,SYSTEM,2024-12-03 10:38:39.942936
231,AG0231,Agent231,Lastname,agent231@darglobal.com,+966576767936,Luxury Specialist,9,1,SYSTEM,2024-10-13 10:38:39.943003
232,AG0232,Agent232,Lastname,agent232@darglobal.com,+968581242298,Lead Qualifier,5,1,SYSTEM,2025-03-08 10:38:39.943170
233,AG0233,Agent233,Lastname,agent233@darglobal.com,+974584445004,Lead Qualifier,9,1,SYSTEM,2025-01-05 10:38:39.943263
234,AG0234,Agent234,Lastname,agent234@darglobal.com,+974522470291,Luxury Specialist,6,1,SYSTEM,2024-10-27 10:38:39.943339
235,AG0235,Agent235,Lastname,agent235@darglobal.com,+974587093473,Senior Closer,10,0,SYSTEM,2025-01-06 10:38:39.943405
236,AG0236,Agent236,Lastname,agent236@darglobal.com,+91520521013,Senior Closer,9,1,SYSTEM,2025-01-24 10:38:39.943484
237,AG0237,Agent237,Lastname,agent237@darglobal.com,+91543951994,Lead Qualifier,3,1,SYSTEM,2025-07-22 10:38:39.943597
238,AG0238,Agent238,Lastname,agent238@darglobal.com,+966596362498,AI Agent Supervisor,6,1,SYSTEM,2025-06-25 10:38:39.943711
239,AG0239,Agent239,Lastname,agent239@darglobal.com,+966585561923,Team Leader,5,1,SYSTEM,2025-06-09 10:38:39.943829
240,AG0240,Agent240,Lastname,agent240@darglobal.com,+974598609786,Follow-up Specialist,9,0,SYSTEM,2025-02-08 10:38:39.943954
241,AG0241,Agent241,Lastname,agent241@darglobal.com,+968517920169,Senior Closer,8,1,SYSTEM,2025-02-08 10:38:39.944142
242,AG0242,Agent242,Lastname,agent242@darglobal.com,+968521827621,AI Agent Supervisor,5,0,SYSTEM,2025-08-16 10:38:39.944281
243,AG0243,Agent243,Lastname,agent243@darglobal.com,+968567511983,Luxury Specialist,5,1,SYSTEM,2025-05-31 10:38:39.944432
244,AG0244,Agent244,Lastname,agent244@darglobal.com,+91550837727,Team Leader,3,1,SYSTEM,2025-07-28 10:38:39.944557
245,AG0245,Agent245,Lastname,agent245@darglobal.com,+971553811239,AI Agent Supervisor,1,1,SYSTEM,2025-04-28 10:38:39.944668
246,AG0246,Agent246,Lastname,agent246@darglobal.com,+968529342048,AI Agent Supervisor,9,1,SYSTEM,2025-08-08 10:38:39.944780
247,AG0247,Agent247,Lastname,agent247@darglobal.com,+966551900771,AI Agent Supervisor,6,1,SYSTEM,2025-05-12 10:38:39.944893
248,AG0248,Agent248,Lastname,agent248@darglobal.com,+974517486878,Lead Qualifier,10,1,SYSTEM,2025-04-17 10:38:39.945027
249,AG0249,Agent249,Lastname,agent249@darglobal.com,+971523480675,Lead Qualifier,7,1,SYSTEM,2025-09-09 10:38:39.945208
250,AG0250,Agent250,Lastname,agent250@darglobal.com,+974553412976,Senior Closer,1,1,SYSTEM,2024-10-03 10:38:39.945337
251,AG0251,Agent251,Lastname,agent251@darglobal.com,+968538965695,Luxury Specialist,3,1,SYSTEM,2025-07-10 10:38:39.945454
252,AG0252,Agent252,Lastname,agent252@darglobal.com,+966573663899,Follow-up Specialist,5,1,SYSTEM,2025-03-10 10:38:39.945571
253,AG0253,Agent253,Lastname,agent253@darglobal.com,+968501656671,Follow-up Specialist,2,1,SYSTEM,2025-03-14 10:38:39.945790
254,AG0254,Agent254,Lastname,agent254@darglobal.com,+966590126859,Team Leader,1,1,SYSTEM,2025-03-13 10:38:39.945927
255,AG0255,Agent255,Lastname,agent255@darglobal.com,+971552374647,AI Agent Supervisor,2,1,SYSTEM,2025-03-14 10:38:39.946050
256,AG0256,Agent256,Lastname,agent256@darglobal.com,+91536328139,Follow-up Specialist,3,1,SYSTEM,2025-09-15 10:38:39.946240
257,AG0257,Agent257,Lastname,agent257@darglobal.com,+91595019914,Senior Closer,6,1,SYSTEM,2025-07-26 10:38:39.946364
258,AG0258,Agent258,Lastname,agent258@darglobal.com,+971511546081,Team Leader,2,1,SYSTEM,2025-06-15 10:38:39.946485
259,AG0259,Agent259,Lastname,agent259@darglobal.com,+91544924392,Luxury Specialist,4,1,SYSTEM,2025-03-31 10:38:39.946607
260,AG0260,Agent260,Lastname,agent260@darglobal.com,+968527209162,AI Agent Supervisor,3,1,SYSTEM,2025-01-29 10:38:39.946731
261,AG0261,Agent261,Lastname,agent261@darglobal.com,+968553773276,Luxury Specialist,5,1,SYSTEM,2025-01-03 10:38:39.946852
262,AG0262,Agent262,Lastname,agent262@darglobal.com,+974520610500,AI Agent Supervisor,1,1,SYSTEM,2025-09-07 10:38:39.947005
263,AG0263,Agent263,Lastname,agent263@darglobal.com,+971555229602,Senior Closer,9,1,SYSTEM,2024-12-22 10:38:39.947274
264,AG0264,Agent264,Lastname,agent264@darglobal.com,+968519155151,AI Agent Supervisor,8,1,SYSTEM,2025-04-30 10:38:39.947403
265,AG0265,Agent265,Lastname,agent265@darglobal.com,+91589858638,AI Agent Supervisor,2,1,SYSTEM,2024-10-08 10:38:39.947560
266,AG0266,Agent266,Lastname,agent266@darglobal.com,+968505481140,Follow-up Specialist,10,1,SYSTEM,2025-08-07 10:38:39.947702
267,AG0267,Agent267,Lastname,agent267@darglobal.com,+966505290717,Team Leader,7,1,SYSTEM,2025-01-29 10:38:39.947830
268,AG0268,Agent268,Lastname,agent268@darglobal.com,+968555940773,Senior Closer,6,1,SYSTEM,2025-05-28 10:38:39.947955
269,AG0269,Agent269,Lastname,agent269@darglobal.com,+971570047063,AI Agent Supervisor,1,0,SYSTEM,2024-12-22 10:38:39.948064
270,AG0270,Agent270,Lastname,agent270@darglobal.com,+971548055661,Team Leader,9,1,SYSTEM,2025-06-12 10:38:39.948263
271,AG0271,Agent271,Lastname,agent271@darglobal.com,+966535943815,AI Agent Supervisor,6,1,SYSTEM,2025-08-12 10:38:39.948373
272,AG0272,Agent272,Lastname,agent272@darglobal.com,+966538836811,Senior Closer,6,1,SYSTEM,2025-04-27 10:38:39.948484
273,AG0273,Agent273,Lastname,agent273@darglobal.com,+966541965471,Lead Qualifier,1,1,SYSTEM,2024-12-07 10:38:39.948607
274,AG0274,Agent274,Lastname,agent274@darglobal.com,+966529536204,Team Leader,1,1,SYSTEM,2025-04-21 10:38:39.948701
275,AG0275,Agent275,Lastname,agent275@darglobal.com,+971537436581,Lead Qualifier,10,1,SYSTEM,2025-06-08 10:38:39.948791
276,AG0276,Agent276,Lastname,agent276@darglobal.com,+968546462256,AI Agent Supervisor,3,1,SYSTEM,2025-09-13 10:38:39.948880
277,AG0277,Agent277,Lastname,agent277@darglobal.com,+966588997222,Senior Closer,2,1,SYSTEM,2024-10-29 10:38:39.948979
278,AG0278,Agent278,Lastname,agent278@darglobal.com,+971501308507,Team Leader,4,1,SYSTEM,2025-01-14 10:38:39.949116
279,AG0279,Agent279,Lastname,agent279@darglobal.com,+974585111891,Follow-up Specialist,6,1,SYSTEM,2025-09-19 10:38:39.949230
280,AG0280,Agent280,Lastname,agent280@darglobal.com,+966533283771,Lead Qualifier,2,1,SYSTEM,2025-06-27 10:38:39.949322
281,AG0281,Agent281,Lastname,agent281@darglobal.com,+968514150540,Senior Closer,3,1,SYSTEM,2025-07-29 10:38:39.949423
282,AG0282,Agent282,Lastname,agent282@darglobal.com,+968536286070,Luxury Specialist,7,0,SYSTEM,2024-11-26 10:38:39.949514
283,AG0283,Agent283,Lastname,agent283@darglobal.com,+971589597893,Lead Qualifier,3,1,SYSTEM,2024-10-05 10:38:39.949692
284,AG0284,Agent284,Lastname,agent284@darglobal.com,+966581718171,Lead Qualifier,3,1,SYSTEM,2025-06-21 10:38:39.949787
285,AG0285,Agent285,Lastname,agent285@darglobal.com,+966577066032,Team Leader,5,1,SYSTEM,2025-08-29 10:38:39.949902
286,AG0286,Agent286,Lastname,agent286@darglobal.com,+968516169764,Follow-up Specialist,4,1,SYSTEM,2025-08-03 10:38:39.950005
287,AG0287,Agent287,Lastname,agent287@darglobal.com,+966560111794,Senior Closer,4,0,SYSTEM,2024-10-03 10:38:39.950155
288,AG0288,Agent288,Lastname,agent288@darglobal.com,+968517066318,Lead Qualifier,4,1,SYSTEM,2025-01-22 10:38:39.950255
289,AG0289,Agent289,Lastname,agent289@darglobal.com,+974511186361,Team Leader,3,1,SYSTEM,2025-08-13 10:38:39.950349
290,AG0290,Agent290,Lastname,agent290@darglobal.com,+91561688718,Senior Closer,3,1,SYSTEM,2025-06-14 10:38:39.950440
291,AG0291,Agent291,Lastname,agent291@darglobal.com,+971580716715,Team Leader,2,1,SYSTEM,2024-11-01 10:38:39.950530
292,AG0292,Agent292,Lastname,agent292@darglobal.com,+91515648245,Follow-up Specialist,8,1,SYSTEM,2025-06-30 10:38:39.950620
293,AG0293,Agent293,Lastname,agent293@darglobal.com,+971506491878,Team Leader,1,1,SYSTEM,2025-08-25 10:38:39.950740
294,AG0294,Agent294,Lastname,agent294@darglobal.com,+971561144226,Luxury Specialist,5,1,SYSTEM,2025-04-11 10:38:39.950840
295,AG0295,Agent295,Lastname,agent295@darglobal.com,+91578502806,AI Agent Supervisor,10,1,SYSTEM,2024-12-26 10:38:39.950952
296,AG0296,Agent296,Lastname,agent296@darglobal.com,+971548436828,Lead Qualifier,9,1,SYSTEM,2024-12-20 10:38:39.951051
297,AG0297,Agent297,Lastname,agent297@darglobal.com,+974547602635,Senior Closer,9,1,SYSTEM,2024-12-12 10:38:39.951290
298,AG0298,Agent298,Lastname,agent298@darglobal.com,+966550629738,Luxury Specialist,5,1,SYSTEM,2024-11-21 10:38:39.951392
299,AG0299,Agent299,Lastname,agent299@darglobal.com,+966576818039,Follow-up Specialist,8,1,SYSTEM,2025-02-27 10:38:39.951486
300,AG0300,Agent300,Lastname,agent300@darglobal.com,+968537176570,Luxury Specialist,4,1,SYSTEM,2025-05-15 10:38:39.951581
301,AG0301,Agent301,Lastname,agent301@darglobal.com,+966553175588,Follow-up Specialist,10,0,SYSTEM,2025-05-26 10:38:39.951677
302,AG0302,Agent302,Lastname,agent302@darglobal.com,+974563131845,Luxury Specialist,5,1,SYSTEM,2025-04-14 10:38:39.951771
303,AG0303,Agent303,Lastname,agent303@darglobal.com,+966595222450,Team Leader,10,1,SYSTEM,2025-01-23 10:38:39.951873
304,AG0304,Agent304,Lastname,agent304@darglobal.com,+974521217066,Team Leader,2,1,SYSTEM,2024-12-11 10:38:39.951982
305,AG0305,Agent305,Lastname,agent305@darglobal.com,+966575643942,AI Agent Supervisor,2,1,SYSTEM,2024-12-02 10:38:39.952126
306,AG0306,Agent306,Lastname,agent306@darglobal.com,+968503184790,Team Leader,4,1,SYSTEM,2025-01-31 10:38:39.952241
307,AG0307,Agent307,Lastname,agent307@darglobal.com,+968573798006,Lead Qualifier,5,1,SYSTEM,2025-01-01 10:38:39.952335
308,AG0308,Agent308,Lastname,agent308@darglobal.com,+91526844511,Team Leader,5,1,SYSTEM,2025-03-31 10:38:39.952429
309,AG0309,Agent309,Lastname,agent309@darglobal.com,+971523116992,Lead Qualifier,10,0,SYSTEM,2025-04-30 10:38:39.952521
310,AG0310,Agent310,Lastname,agent310@darglobal.com,+971589588014,Senior Closer,8,1,SYSTEM,2024-12-07 10:38:39.952618
311,AG0311,Agent311,Lastname,agent311@darglobal.com,+966514497054,Team Leader,5,1,SYSTEM,2024-09-26 10:38:39.952715
312,AG0312,Agent312,Lastname,agent312@darglobal.com,+971520717501,Follow-up Specialist,2,1,SYSTEM,2025-07-21 10:38:39.952817
313,AG0313,Agent313,Lastname,agent313@darglobal.com,+966597447072,Senior Closer,9,1,SYSTEM,2025-07-11 10:38:39.952944
314,AG0314,Agent314,Lastname,agent314@darglobal.com,+91519397196,Senior Closer,4,1,SYSTEM,2025-06-12 10:38:39.953052
315,AG0315,Agent315,Lastname,agent315@darglobal.com,+968548719461,AI Agent Supervisor,6,1,SYSTEM,2024-12-17 10:38:39.953214
316,AG0316,Agent316,Lastname,agent316@darglobal.com,+974522910282,Senior Closer,8,1,SYSTEM,2025-06-25 10:38:39.953317
317,AG0317,Agent317,Lastname,agent317@darglobal.com,+91551908238,Senior Closer,10,1,SYSTEM,2024-11-10 10:38:39.953415
318,AG0318,Agent318,Lastname,agent318@darglobal.com,+91548076248,Senior Closer,1,1,SYSTEM,2024-12-05 10:38:39.953510
319,AG0319,Agent319,Lastname,agent319@darglobal.com,+968562994533,Lead Qualifier,3,1,SYSTEM,2024-10-27 10:38:39.953604
320,AG0320,Agent320,Lastname,agent320@darglobal.com,+971501912584,AI Agent Supervisor,5,1,SYSTEM,2024-11-22 10:38:39.953699
321,AG0321,Agent321,Lastname,agent321@darglobal.com,+971544804549,Follow-up Specialist,5,1,SYSTEM,2025-04-22 10:38:39.953792
322,AG0322,Agent322,Lastname,agent322@darglobal.com,+968575902244,Follow-up Specialist,4,1,SYSTEM,2024-10-14 10:38:39.953907
323,AG0323,Agent323,Lastname,agent323@darglobal.com,+971577411194,AI Agent Supervisor,5,1,SYSTEM,2024-10-21 10:38:39.954163
324,AG0324,Agent324,Lastname,agent324@darglobal.com,+91598915451,Senior Closer,4,1,SYSTEM,2024-12-25 10:38:39.954280
325,AG0325,Agent325,Lastname,agent325@darglobal.com,+968544810380,Team Leader,3,1,SYSTEM,2025-08-01 10:38:39.954387
326,AG0326,Agent326,Lastname,agent326@darglobal.com,+974593526766,Follow-up Specialist,3,1,SYSTEM,2025-06-08 10:38:39.954494
327,AG0327,Agent327,Lastname,agent327@darglobal.com,+968597169328,Luxury Specialist,4,1,SYSTEM,2024-10-07 10:38:39.954602
328,AG0328,Agent328,Lastname,agent328@darglobal.com,+974567284075,Lead Qualifier,7,1,SYSTEM,2025-07-13 10:38:39.954711
329,AG0329,Agent329,Lastname,agent329@darglobal.com,+966520668329,Luxury Specialist,10,1,SYSTEM,2025-06-30 10:38:39.954829
330,AG0330,Agent330,Lastname,agent330@darglobal.com,+968513952821,Senior Closer,8,1,SYSTEM,2025-08-06 10:38:39.954947
331,AG0331,Agent331,Lastname,agent331@darglobal.com,+974511098252,Team Leader,6,1,SYSTEM,2025-02-14 10:38:39.955057
332,AG0332,Agent332,Lastname,agent332@darglobal.com,+966553660697,Senior Closer,10,1,SYSTEM,2025-05-24 10:38:39.955540
333,AG0333,Agent333,Lastname,agent333@darglobal.com,+91585661847,Senior Closer,10,1,SYSTEM,2025-07-16 10:38:39.955694
334,AG0334,Agent334,Lastname,agent334@darglobal.com,+971556728215,AI Agent Supervisor,4,1,SYSTEM,2025-03-04 10:38:39.955805
335,AG0335,Agent335,Lastname,agent335@darglobal.com,+966507667857,AI Agent Supervisor,4,1,SYSTEM,2025-01-23 10:38:39.955933
336,AG0336,Agent336,Lastname,agent336@darglobal.com,+91550526894,Senior Closer,3,1,SYSTEM,2025-04-14 10:38:39.956046
337,AG0337,Agent337,Lastname,agent337@darglobal.com,+91508437712,Team Leader,5,1,SYSTEM,2025-04-15 10:38:39.956223
338,AG0338,Agent338,Lastname,agent338@darglobal.com,+974556681097,Senior Closer,9,1,SYSTEM,2025-01-07 10:38:39.956342
339,AG0339,Agent339,Lastname,agent339@darglobal.com,+974514160134,Luxury Specialist,2,1,SYSTEM,2025-05-20 10:38:39.956456
340,AG0340,Agent340,Lastname,agent340@darglobal.com,+966521200624,AI Agent Supervisor,7,1,SYSTEM,2024-11-24 10:38:39.956567
341,AG0341,Agent341,Lastname,agent341@darglobal.com,+974540670787,Lead Qualifier,6,1,SYSTEM,2025-04-08 10:38:39.956682
342,AG0342,Agent342,Lastname,agent342@darglobal.com,+91572668141,Follow-up Specialist,8,1,SYSTEM,2025-04-11 10:38:39.956795
343,AG0343,Agent343,Lastname,agent343@darglobal.com,+974546692999,Senior Closer,6,1,SYSTEM,2025-03-10 10:38:39.956926
344,AG0344,Agent344,Lastname,agent344@darglobal.com,+91581861168,Follow-up Specialist,2,1,SYSTEM,2025-08-26 10:38:39.957043
345,AG0345,Agent345,Lastname,agent345@darglobal.com,+91590827527,Team Leader,8,1,SYSTEM,2024-11-26 10:38:39.957241
346,AG0346,Agent346,Lastname,agent346@darglobal.com,+91583144761,AI Agent Supervisor,6,1,SYSTEM,2025-02-19 10:38:39.957358
347,AG0347,Agent347,Lastname,agent347@darglobal.com,+968524005377,Team Leader,1,1,SYSTEM,2024-12-10 10:38:39.957471
348,AG0348,Agent348,Lastname,agent348@darglobal.com,+968577202069,Follow-up Specialist,10,1,SYSTEM,2024-10-24 10:38:39.957586
349,AG0349,Agent349,Lastname,agent349@darglobal.com,+91510758430,Senior Closer,7,1,SYSTEM,2025-04-17 10:38:39.957700
350,AG0350,Agent350,Lastname,agent350@darglobal.com,+966539970870,Follow-up Specialist,1,1,SYSTEM,2025-05-09 10:38:39.957812
351,AG0351,Agent351,Lastname,agent351@darglobal.com,+968526356226,Team Leader,7,1,SYSTEM,2025-06-10 10:38:39.957942
352,AG0352,Agent352,Lastname,agent352@darglobal.com,+91579157203,Follow-up Specialist,1,1,SYSTEM,2025-04-26 10:38:39.958052
353,AG0353,Agent353,Lastname,agent353@darglobal.com,+968530267797,Lead Qualifier,8,1,SYSTEM,2025-04-14 10:38:39.958240
354,AG0354,Agent354,Lastname,agent354@darglobal.com,+91558272527,Follow-up Specialist,6,1,SYSTEM,2025-05-03 10:38:39.958358
355,AG0355,Agent355,Lastname,agent355@darglobal.com,+968593966816,Lead Qualifier,2,1,SYSTEM,2025-01-07 10:38:39.958469
356,AG0356,Agent356,Lastname,agent356@darglobal.com,+974587210744,Senior Closer,1,1,SYSTEM,2025-03-26 10:38:39.958586
357,AG0357,Agent357,Lastname,agent357@darglobal.com,+971529396163,Lead Qualifier,7,1,SYSTEM,2025-05-02 10:38:39.958701
358,AG0358,Agent358,Lastname,agent358@darglobal.com,+968532963684,Follow-up Specialist,10,1,SYSTEM,2025-08-04 10:38:39.958810
359,AG0359,Agent359,Lastname,agent359@darglobal.com,+971536432549,Lead Qualifier,3,1,SYSTEM,2025-04-17 10:38:39.958931
360,AG0360,Agent360,Lastname,agent360@darglobal.com,+974537711695,Follow-up Specialist,9,1,SYSTEM,2025-04-12 10:38:39.959038
361,AG0361,Agent361,Lastname,agent361@darglobal.com,+971532002177,AI Agent Supervisor,2,1,SYSTEM,2025-01-09 10:38:39.959281
362,AG0362,Agent362,Lastname,agent362@darglobal.com,+971542866200,Lead Qualifier,9,1,SYSTEM,2024-12-07 10:38:39.959396
363,AG0363,Agent363,Lastname,agent363@darglobal.com,+968554206558,Team Leader,1,1,SYSTEM,2024-11-16 10:38:39.959514
364,AG0364,Agent364,Lastname,agent364@darglobal.com,+91521609907,AI Agent Supervisor,3,1,SYSTEM,2025-08-28 10:38:39.959626
365,AG0365,Agent365,Lastname,agent365@darglobal.com,+91524362375,Luxury Specialist,2,1,SYSTEM,2025-07-05 10:38:39.959732
366,AG0366,Agent366,Lastname,agent366@darglobal.com,+968575013292,Follow-up Specialist,4,1,SYSTEM,2024-11-10 10:38:39.959940
367,AG0367,Agent367,Lastname,agent367@darglobal.com,+91575968554,Team Leader,2,1,SYSTEM,2024-12-09 10:38:39.960055
368,AG0368,Agent368,Lastname,agent368@darglobal.com,+974508336900,AI Agent Supervisor,2,1,SYSTEM,2025-05-15 10:38:39.960272
369,AG0369,Agent369,Lastname,agent369@darglobal.com,+974518268849,Luxury Specialist,8,1,SYSTEM,2025-07-01 10:38:39.960394
370,AG0370,Agent370,Lastname,agent370@darglobal.com,+966574085474,Luxury Specialist,9,1,SYSTEM,2025-01-02 10:38:39.960509
371,AG0371,Agent371,Lastname,agent371@darglobal.com,+968540467715,Follow-up Specialist,7,1,SYSTEM,2025-06-13 10:38:39.960645
372,AG0372,Agent372,Lastname,agent372@darglobal.com,+968575173084,Follow-up Specialist,4,1,SYSTEM,2025-02-03 10:38:39.960761
373,AG0373,Agent373,Lastname,agent373@darglobal.com,+971524525886,Luxury Specialist,4,1,SYSTEM,2025-01-09 10:38:39.960884
374,AG0374,Agent374,Lastname,agent374@darglobal.com,+91545038050,AI Agent Supervisor,6,1,SYSTEM,2025-02-05 10:38:39.961008
375,AG0375,Agent375,Lastname,agent375@darglobal.com,+91582913877,Luxury Specialist,7,1,SYSTEM,2025-02-15 10:38:39.961184
376,AG0376,Agent376,Lastname,agent376@darglobal.com,+91582430197,Team Leader,5,1,SYSTEM,2024-11-12 10:38:39.961305
377,AG0377,Agent377,Lastname,agent377@darglobal.com,+91547246348,Luxury Specialist,10,1,SYSTEM,2025-02-21 10:38:39.961423
378,AG0378,Agent378,Lastname,agent378@darglobal.com,+91587132497,Luxury Specialist,4,1,SYSTEM,2025-03-18 10:38:39.961532
379,AG0379,Agent379,Lastname,agent379@darglobal.com,+974572487614,Luxury Specialist,4,1,SYSTEM,2025-05-28 10:38:39.961643
380,AG0380,Agent380,Lastname,agent380@darglobal.com,+971509447933,Follow-up Specialist,2,1,SYSTEM,2025-01-13 10:38:39.961756
381,AG0381,Agent381,Lastname,agent381@darglobal.com,+971531216359,AI Agent Supervisor,9,1,SYSTEM,2025-08-11 10:38:39.961877
382,AG0382,Agent382,Lastname,agent382@darglobal.com,+91580411177,Luxury Specialist,1,1,SYSTEM,2025-09-05 10:38:39.962006
383,AG0383,Agent383,Lastname,agent383@darglobal.com,+966522897064,Senior Closer,2,1,SYSTEM,2025-08-24 10:38:39.962200
384,AG0384,Agent384,Lastname,agent384@darglobal.com,+966530822201,Follow-up Specialist,8,1,SYSTEM,2025-03-03 10:38:39.962324
385,AG0385,Agent385,Lastname,agent385@darglobal.com,+971548743175,AI Agent Supervisor,6,1,SYSTEM,2025-07-05 10:38:39.962437
386,AG0386,Agent386,Lastname,agent386@darglobal.com,+966517832891,Luxury Specialist,3,1,SYSTEM,2025-06-27 10:38:39.962545
387,AG0387,Agent387,Lastname,agent387@darglobal.com,+91571214087,Luxury Specialist,8,1,SYSTEM,2025-08-10 10:38:39.962657
388,AG0388,Agent388,Lastname,agent388@darglobal.com,+966541164396,AI Agent Supervisor,8,1,SYSTEM,2025-09-05 10:38:39.962768
389,AG0389,Agent389,Lastname,agent389@darglobal.com,+91536847763,Luxury Specialist,8,1,SYSTEM,2025-02-06 10:38:39.962881
390,AG0390,Agent390,Lastname,agent390@darglobal.com,+974508589747,AI Agent Supervisor,7,1,SYSTEM,2025-08-02 10:38:39.963007
391,AG0391,Agent391,Lastname,agent391@darglobal.com,+974525258425,Luxury Specialist,5,1,SYSTEM,2024-10-05 10:38:39.963260
392,AG0392,Agent392,Lastname,agent392@darglobal.com,+971589957925,Follow-up Specialist,1,1,SYSTEM,2025-01-09 10:38:39.963373
393,AG0393,Agent393,Lastname,agent393@darglobal.com,+966531099208,Lead Qualifier,2,0,SYSTEM,2024-12-04 10:38:39.963505
394,AG0394,Agent394,Lastname,agent394@darglobal.com,+968529009512,Senior Closer,9,1,SYSTEM,2025-03-16 10:38:39.963612
395,AG0395,Agent395,Lastname,agent395@darglobal.com,+971541727753,Luxury Specialist,4,1,SYSTEM,2025-01-07 10:38:39.963725
396,AG0396,Agent396,Lastname,agent396@darglobal.com,+91585567156,Follow-up Specialist,2,1,SYSTEM,2024-12-25 10:38:39.963838
397,AG0397,Agent397,Lastname,agent397@darglobal.com,+966593774759,Lead Qualifier,7,1,SYSTEM,2024-11-11 10:38:39.963958
398,AG0398,Agent398,Lastname,agent398@darglobal.com,+968558638329,Senior Closer,2,1,SYSTEM,2025-02-21 10:38:39.964071
