LeadId,LeadCode,FullName,Email,Phone,LeadStageId,CountryId,AssignedAgentId,EstimatedBudget,IsActive,CreatedBy,CreatedOn
846,LEAD000846,Lead 846,,+971751541207,5,1,316.0,3753971.78,1,SYSTEM,2025-08-29 11:45:40.003490
847,LEAD000847,Lead 847,lead847@example.com,+971596063523,4,8,257.0,3880766.11,1,SYSTEM,2025-06-17 09:05:40.003490
848,LEAD000848,Lead 848,lead848@example.com,+966903340239,1,1,431.0,2848806.82,1,SYSTEM,2025-02-15 17:23:40.003490
849,LEAD000849,Lead 849,lead849@example.com,+971955648448,6,5,,1842462.97,1,SYSTEM,2025-05-19 01:09:40.003490
850,LEAD000850,Lead 850,lead850@example.com,+966607439247,4,1,380.0,1196556.08,1,SYSTEM,2024-10-31 11:10:40.003490
851,LEAD000851,Lead 851,lead851@example.com,+971978104538,3,6,362.0,3120257.84,1,SYSTEM,2024-11-13 04:54:40.003490
852,LEAD000852,Lead 852,lead852@example.com,+966565997560,3,1,42.0,8263963.15,1,SYSTEM,2025-04-07 22:16:40.003490
853,LEAD000853,Lead 853,,+971705581159,2,2,361.0,1503332.01,1,SYSTEM,2025-05-18 05:30:40.003490
854,LEAD000854,Lead 854,lead854@example.com,+971928693121,3,1,249.0,4592060.77,1,SYSTEM,2024-12-11 11:14:40.003490
855,LEAD000855,Lead 855,lead855@example.com,+974766801057,4,6,131.0,6635048.42,1,SYSTEM,2024-10-11 23:21:40.003490
856,LEAD000856,Lead 856,lead856@example.com,+971905609365,3,2,329.0,1239882.18,1,SYSTEM,2025-03-14 18:57:40.003490
857,LEAD000857,Lead 857,,+966916403056,1,7,437.0,2882933.81,1,SYSTEM,2025-08-06 08:16:40.003490
858,LEAD000858,Lead 858,,+974718838351,5,1,194.0,2835980.72,1,SYSTEM,2025-03-08 09:11:40.003490
859,LEAD000859,Lead 859,lead859@example.com,+971541748995,1,1,,1155332.99,1,SYSTEM,2025-04-12 13:08:40.003490
860,LEAD000860,Lead 860,lead860@example.com,+966957188901,3,1,270.0,1771649.13,1,SYSTEM,2025-09-14 14:18:40.003490
861,LEAD000861,Lead 861,lead861@example.com,+966594336526,3,1,418.0,3422723.88,1,SYSTEM,2025-06-14 00:44:40.003490
862,LEAD000862,Lead 862,lead862@example.com,+974560526385,2,6,303.0,5042089.91,1,SYSTEM,2025-04-07 07:57:40.003490
863,LEAD000863,Lead 863,lead863@example.com,+974743819794,3,2,162.0,10380172.33,1,SYSTEM,2025-04-01 20:42:40.003490
864,LEAD000864,Lead 864,lead864@example.com,+971912331575,3,1,58.0,1037315.61,1,SYSTEM,2025-04-12 04:28:40.003490
865,LEAD000865,Lead 865,lead865@example.com,+974552790195,4,10,148.0,1625640.01,1,SYSTEM,2025-01-31 23:28:40.003490
866,LEAD000866,Lead 866,lead866@example.com,+971953058748,1,4,98.0,6344967.19,1,SYSTEM,2025-08-11 10:39:40.003490
867,LEAD000867,Lead 867,lead867@example.com,+974881218984,1,2,180.0,1390513.13,1,SYSTEM,2025-08-26 04:44:40.003490
868,LEAD000868,Lead 868,lead868@example.com,+966950973514,2,3,13.0,4309495.26,1,SYSTEM,2025-01-08 09:17:40.003490
869,LEAD000869,Lead 869,lead869@example.com,+974608969707,1,1,148.0,23460894.89,1,SYSTEM,2024-10-07 12:07:40.003490
870,LEAD000870,Lead 870,lead870@example.com,+974700649922,2,7,315.0,2996258.21,1,SYSTEM,2025-05-09 13:28:40.003490
871,LEAD000871,Lead 871,lead871@example.com,+966762172106,4,8,331.0,3616942.18,1,SYSTEM,2024-10-27 23:19:40.003490
872,LEAD000872,Lead 872,lead872@example.com,+971592541339,1,4,212.0,2000561.37,1,SYSTEM,2025-01-22 01:20:40.003490
873,LEAD000873,Lead 873,lead873@example.com,+966974045715,3,7,75.0,2606760.91,1,SYSTEM,2025-05-07 11:55:40.003490
874,LEAD000874,Lead 874,lead874@example.com,+974561791056,1,1,467.0,7589036.15,1,SYSTEM,2025-03-07 09:05:40.003490
875,LEAD000875,Lead 875,lead875@example.com,+966608382457,3,7,296.0,2477700.23,1,SYSTEM,2025-08-13 18:58:40.003490
876,LEAD000876,Lead 876,,+966714516494,2,1,105.0,5845629.53,1,SYSTEM,2024-11-29 15:42:40.003490
877,LEAD000877,Lead 877,lead877@example.com,+974724836254,4,5,10.0,3586841.35,1,SYSTEM,2025-04-21 03:19:40.003490
878,LEAD000878,Lead 878,lead878@example.com,+971866155953,3,7,487.0,12177705.02,1,SYSTEM,2025-02-21 20:57:40.003490
879,LEAD000879,Lead 879,,+966970182139,1,7,53.0,4918077.71,1,SYSTEM,2024-11-08 09:27:40.003490
880,LEAD000880,Lead 880,lead880@example.com,+966510542374,2,1,,3841567.04,1,SYSTEM,2025-04-07 16:56:40.003490
881,LEAD000881,Lead 881,lead881@example.com,+974552264105,2,1,319.0,2662211.53,1,SYSTEM,2025-03-13 06:21:40.003490
882,LEAD000882,Lead 882,lead882@example.com,+966599151377,2,7,352.0,2284947.79,1,SYSTEM,2025-09-20 14:38:40.003490
883,LEAD000883,Lead 883,lead883@example.com,+971910890364,1,7,357.0,5473607.15,1,SYSTEM,2025-06-29 03:08:40.003490
884,LEAD000884,Lead 884,lead884@example.com,+966657182403,1,1,450.0,3675429.26,1,SYSTEM,2025-09-14 12:04:40.003490
885,LEAD000885,Lead 885,,+974841630860,1,1,184.0,469275.8,1,SYSTEM,2025-02-26 23:04:40.003490
886,LEAD000886,Lead 886,lead886@example.com,+966834164972,1,4,204.0,6311890.85,1,SYSTEM,2025-06-07 11:56:40.003490
887,LEAD000887,Lead 887,lead887@example.com,+971809007247,3,1,6.0,684419.01,1,SYSTEM,2024-09-29 15:28:40.003490
888,LEAD000888,Lead 888,lead888@example.com,+971597768817,1,8,336.0,2550200.54,1,SYSTEM,2025-02-25 12:48:40.003490
889,LEAD000889,Lead 889,lead889@example.com,+966776180452,1,7,149.0,3025261.62,1,SYSTEM,2025-02-20 22:34:40.003490
890,LEAD000890,Lead 890,lead890@example.com,+966616720715,2,2,390.0,5170618.54,1,SYSTEM,2024-10-12 21:30:40.003490
891,LEAD000891,Lead 891,lead891@example.com,+974999946459,2,7,128.0,2881860.8,1,SYSTEM,2025-04-27 20:00:40.003490
892,LEAD000892,Lead 892,lead892@example.com,+974767559528,1,3,,5238063.56,1,SYSTEM,2025-01-04 22:28:40.003490
893,LEAD000893,Lead 893,lead893@example.com,+974821051406,1,2,451.0,8482747.81,1,SYSTEM,2025-05-21 22:41:40.003490
894,LEAD000894,Lead 894,lead894@example.com,+971900859406,2,1,183.0,2565843.17,1,SYSTEM,2025-08-25 07:28:40.003490
895,LEAD000895,Lead 895,,+974819718814,2,4,437.0,3498666.2,1,SYSTEM,2025-01-18 01:46:40.003490
896,LEAD000896,Lead 896,lead896@example.com,+971760717622,1,2,446.0,5657516.08,1,SYSTEM,2025-04-21 01:25:40.003490
897,LEAD000897,Lead 897,lead897@example.com,+974553400337,1,1,461.0,1538853.14,1,SYSTEM,2025-05-08 06:48:40.003490
898,LEAD000898,Lead 898,lead898@example.com,+966606555262,7,5,310.0,4182844.07,1,SYSTEM,2024-11-29 16:04:40.003490
899,LEAD000899,Lead 899,lead899@example.com,+971784703966,4,4,189.0,2483041.52,1,SYSTEM,2025-01-13 03:25:40.003490
900,LEAD000900,Lead 900,lead900@example.com,+974544511845,5,5,111.0,3602608.96,1,SYSTEM,2025-04-10 09:35:40.003490
901,LEAD000901,Lead 901,lead901@example.com,+974688113109,2,1,483.0,7236173.98,0,SYSTEM,2025-07-26 01:14:40.003490
902,LEAD000902,Lead 902,lead902@example.com,+966921209050,2,2,454.0,4752469.3,1,SYSTEM,2025-04-20 23:15:40.003490
903,LEAD000903,Lead 903,lead903@example.com,+974589330424,1,9,30.0,3394726.17,1,SYSTEM,2025-02-27 06:38:40.003490
904,LEAD000904,Lead 904,lead904@example.com,+966841306957,2,1,432.0,4109587.74,1,SYSTEM,2025-08-22 14:32:40.003490
905,LEAD000905,Lead 905,,+974566779654,1,1,110.0,3633024.31,1,SYSTEM,2025-05-26 23:32:40.003490
906,LEAD000906,Lead 906,lead906@example.com,+974994464915,4,4,207.0,1651217.32,1,SYSTEM,2025-03-29 18:09:40.003490
907,LEAD000907,Lead 907,,+966861970824,1,1,425.0,3125138.09,1,SYSTEM,2025-08-26 08:50:40.003490
908,LEAD000908,Lead 908,lead908@example.com,+971719608723,1,1,49.0,6792089.02,1,SYSTEM,2025-09-12 12:17:40.003490
909,LEAD000909,Lead 909,lead909@example.com,+974524261566,6,4,81.0,264836.61,1,SYSTEM,2025-01-03 18:55:40.003490
910,LEAD000910,Lead 910,lead910@example.com,+971545618418,1,7,259.0,6168748.35,1,SYSTEM,2025-04-01 15:18:40.003490
911,LEAD000911,Lead 911,lead911@example.com,+971769106823,3,1,18.0,2115173.89,1,SYSTEM,2025-08-04 10:54:40.003490
912,LEAD000912,Lead 912,lead912@example.com,+974985884115,1,2,283.0,5937953.2,1,SYSTEM,2025-09-16 21:59:40.003490
913,LEAD000913,Lead 913,lead913@example.com,+974974771534,1,1,103.0,4014513.01,1,SYSTEM,2025-07-23 13:52:40.003490
914,LEAD000914,Lead 914,lead914@example.com,+974766667618,3,2,161.0,2722937.9,1,SYSTEM,2024-12-12 14:24:40.003490
915,LEAD000915,Lead 915,lead915@example.com,+966782412685,2,1,285.0,2438323.82,1,SYSTEM,2025-07-16 15:03:40.003490
916,LEAD000916,Lead 916,,+971638840628,1,7,317.0,2243263.69,1,SYSTEM,2025-06-21 19:55:40.003490
917,LEAD000917,Lead 917,lead917@example.com,+974558548622,1,7,343.0,3218884.27,1,SYSTEM,2024-12-25 22:59:40.003490
918,LEAD000918,Lead 918,lead918@example.com,+974884686051,1,2,186.0,3545905.24,1,SYSTEM,2025-01-19 17:55:40.003490
919,LEAD000919,Lead 919,lead919@example.com,+966675735184,1,2,,435096.18,1,SYSTEM,2025-08-11 16:01:40.003490
920,LEAD000920,Lead 920,lead920@example.com,+971529263648,2,2,308.0,3682295.93,1,SYSTEM,2025-06-17 06:40:40.003490
921,LEAD000921,Lead 921,lead921@example.com,+971877759344,3,1,246.0,11702276.68,1,SYSTEM,2025-05-09 06:18:40.003490
922,LEAD000922,Lead 922,lead922@example.com,+974795994946,1,2,344.0,12598551.02,1,SYSTEM,2024-10-29 08:28:40.003490
923,LEAD000923,Lead 923,lead923@example.com,+966605254500,4,7,398.0,2607107.7,1,SYSTEM,2025-07-03 20:09:40.003490
924,LEAD000924,Lead 924,lead924@example.com,+974848698907,1,2,32.0,3140673.15,1,SYSTEM,2025-05-05 23:08:40.003490
925,LEAD000925,Lead 925,lead925@example.com,+974673062459,4,3,372.0,1432340.48,1,SYSTEM,2025-01-15 13:05:40.003490
926,LEAD000926,Lead 926,lead926@example.com,+974747572205,3,9,,5579909.83,1,SYSTEM,2024-10-05 02:52:40.003490
927,LEAD000927,Lead 927,lead927@example.com,+971709909268,2,7,138.0,1304654.11,1,SYSTEM,2025-08-28 07:06:40.003490
928,LEAD000928,Lead 928,lead928@example.com,+974817420915,2,8,36.0,6226757.51,1,SYSTEM,2024-12-09 07:58:40.003490
929,LEAD000929,Lead 929,lead929@example.com,+974594196636,2,2,380.0,6745260.67,1,SYSTEM,2025-03-23 11:39:40.003490
930,LEAD000930,Lead 930,,+974798414241,3,7,210.0,161486.51,1,SYSTEM,2025-01-12 14:00:40.003490
931,LEAD000931,Lead 931,lead931@example.com,+966504736033,3,1,179.0,3832816.1,1,SYSTEM,2025-03-12 19:57:40.003490
932,LEAD000932,Lead 932,lead932@example.com,+974757995721,2,7,,8621831.11,1,SYSTEM,2024-10-16 09:03:40.003490
933,LEAD000933,Lead 933,lead933@example.com,+974895017224,1,1,270.0,2231902.12,1,SYSTEM,2025-07-01 03:16:40.003490
934,LEAD000934,Lead 934,lead934@example.com,+974867338644,1,2,147.0,3591925.11,1,SYSTEM,2025-01-27 06:57:40.003490
935,LEAD000935,Lead 935,lead935@example.com,+974926102992,1,1,,7477847.44,1,SYSTEM,2024-11-08 07:23:40.003490
936,LEAD000936,Lead 936,lead936@example.com,+971503143197,1,6,,824323.81,1,SYSTEM,2024-11-13 07:51:40.003490
937,LEAD000937,Lead 937,lead937@example.com,+971870052935,1,4,69.0,883627.89,1,SYSTEM,2025-07-10 18:06:40.003490
938,LEAD000938,Lead 938,lead938@example.com,+974871399527,2,6,379.0,3441788.36,1,SYSTEM,2025-05-21 00:43:40.003490
939,LEAD000939,Lead 939,lead939@example.com,+971850096356,1,2,416.0,2020622.41,1,SYSTEM,2025-06-08 07:12:40.003490
940,LEAD000940,Lead 940,lead940@example.com,+974937448121,1,6,461.0,8325783.41,1,SYSTEM,2024-12-17 18:10:40.003490
941,LEAD000941,Lead 941,lead941@example.com,+974818589637,2,1,381.0,498722.07,1,SYSTEM,2025-02-04 19:53:40.003490
942,LEAD000942,Lead 942,lead942@example.com,+974939342826,3,4,74.0,845878.64,1,SYSTEM,2025-08-24 11:09:40.003490
943,LEAD000943,Lead 943,lead943@example.com,+971552005468,4,2,50.0,2717214.63,1,SYSTEM,2025-08-18 05:23:40.003490
944,LEAD000944,Lead 944,lead944@example.com,+974666628665,2,1,301.0,3149945.19,1,SYSTEM,2025-05-13 01:21:40.003490
945,LEAD000945,Lead 945,lead945@example.com,+966630951312,1,1,482.0,3949296.62,1,SYSTEM,2025-06-19 02:50:40.003490
946,LEAD000946,Lead 946,,+971980168921,2,1,350.0,3548569.33,1,SYSTEM,2025-09-10 18:02:40.003490
947,LEAD000947,Lead 947,lead947@example.com,+966595144267,3,7,20.0,1873954.26,1,SYSTEM,2025-01-02 22:03:40.003490
948,LEAD000948,Lead 948,lead948@example.com,+966529763371,2,1,455.0,3123383.59,1,SYSTEM,2025-02-17 09:20:40.003490
949,LEAD000949,Lead 949,lead949@example.com,+974658489755,5,1,112.0,4442660.7,1,SYSTEM,2025-07-31 09:10:40.003490
950,LEAD000950,Lead 950,lead950@example.com,+971992457148,3,1,84.0,1479370.31,1,SYSTEM,2025-01-16 14:41:40.003490
951,LEAD000951,Lead 951,lead951@example.com,+974860077267,3,2,213.0,1172400.02,1,SYSTEM,2025-01-05 10:43:40.003490
952,LEAD000952,Lead 952,lead952@example.com,+966746798144,3,2,436.0,2425352.95,1,SYSTEM,2025-01-15 23:04:40.003490
953,LEAD000953,Lead 953,lead953@example.com,+974761440200,2,1,146.0,2257595.08,1,SYSTEM,2025-07-19 14:30:40.003490
954,LEAD000954,Lead 954,lead954@example.com,+974561953351,5,1,80.0,2557041.1,1,SYSTEM,2025-09-22 09:31:40.003490
955,LEAD000955,Lead 955,lead955@example.com,+971801821693,6,4,176.0,10288840.1,1,SYSTEM,2024-10-26 01:56:40.003490
956,LEAD000956,Lead 956,lead956@example.com,+966906670564,1,2,289.0,3453881.53,1,SYSTEM,2024-10-04 19:26:40.003490
957,LEAD000957,Lead 957,lead957@example.com,+974820346976,4,3,367.0,2350424.49,1,SYSTEM,2025-09-12 23:56:40.003490
958,LEAD000958,Lead 958,lead958@example.com,+974681327533,7,3,260.0,1020684.72,1,SYSTEM,2025-02-14 03:05:40.003490
959,LEAD000959,Lead 959,lead959@example.com,+974566773825,3,2,249.0,4876284.34,1,SYSTEM,2024-12-01 09:16:40.003490
960,LEAD000960,Lead 960,lead960@example.com,+974772679094,1,5,165.0,1740466.15,1,SYSTEM,2025-01-12 06:15:40.003490
961,LEAD000961,Lead 961,lead961@example.com,+971642595750,1,1,327.0,4873560.31,1,SYSTEM,2024-10-22 04:19:40.003490
962,LEAD000962,Lead 962,lead962@example.com,+966550398821,1,6,121.0,2491719.16,1,SYSTEM,2025-02-21 17:45:40.003490
963,LEAD000963,Lead 963,lead963@example.com,+971958686427,4,1,318.0,5322166.76,1,SYSTEM,2025-03-21 00:55:40.003490
964,LEAD000964,Lead 964,lead964@example.com,+974849091075,1,7,285.0,2506776.22,1,SYSTEM,2024-10-23 23:10:40.003490
965,LEAD000965,Lead 965,lead965@example.com,+966721938062,1,3,482.0,3193607.91,1,SYSTEM,2025-06-30 09:21:40.003490
966,LEAD000966,Lead 966,lead966@example.com,+966977158870,1,2,340.0,3654448.33,1,SYSTEM,2025-04-14 13:44:40.003490
967,LEAD000967,Lead 967,lead967@example.com,+966787883394,1,2,491.0,12166304.06,1,SYSTEM,2025-04-02 08:46:40.003490
968,LEAD000968,Lead 968,,+971829557286,1,1,275.0,1517036.53,1,SYSTEM,2025-06-14 14:50:40.003490
969,LEAD000969,Lead 969,lead969@example.com,+971522885137,5,2,475.0,2745834.23,1,SYSTEM,2025-02-17 21:14:40.003490
970,LEAD000970,Lead 970,lead970@example.com,+971948482691,1,2,397.0,3188275.93,1,SYSTEM,2025-06-02 16:00:40.003490
971,LEAD000971,Lead 971,,+974779200012,1,1,368.0,3195120.62,1,SYSTEM,2024-10-27 03:09:40.003490
972,LEAD000972,Lead 972,,+974992245472,3,2,126.0,2371680.62,1,SYSTEM,2025-04-12 00:03:40.003490
973,LEAD000973,Lead 973,lead973@example.com,+974711707535,2,7,53.0,1227500.05,1,SYSTEM,2025-01-17 07:55:40.003490
974,LEAD000974,Lead 974,lead974@example.com,+966552462234,3,7,68.0,1600427.52,1,SYSTEM,2025-07-26 11:49:40.003490
975,LEAD000975,Lead 975,,+971552207038,2,6,179.0,543295.21,1,SYSTEM,2024-11-13 20:26:40.003490
976,LEAD000976,Lead 976,lead976@example.com,+966613219446,2,7,,9552899.08,1,SYSTEM,2025-08-13 06:06:40.003490
977,LEAD000977,Lead 977,lead977@example.com,+966876835086,1,1,13.0,10296778.42,1,SYSTEM,2024-09-28 14:16:40.003490
978,LEAD000978,Lead 978,lead978@example.com,+966675975579,6,1,423.0,812978.39,1,SYSTEM,2025-08-07 17:27:40.003490
979,LEAD000979,Lead 979,lead979@example.com,+966557736192,1,4,256.0,10492363.54,1,SYSTEM,2024-09-23 07:52:40.003490
980,LEAD000980,Lead 980,lead980@example.com,+966926243420,5,7,134.0,3625076.49,1,SYSTEM,2025-07-12 17:55:40.003490
981,LEAD000981,Lead 981,lead981@example.com,+974894122788,1,5,432.0,858592.87,1,SYSTEM,2025-02-27 11:01:40.003490
982,LEAD000982,Lead 982,lead982@example.com,+966856837414,3,6,427.0,17402907.71,1,SYSTEM,2025-04-24 11:44:40.003490
983,LEAD000983,Lead 983,lead983@example.com,+971936403123,1,3,311.0,1352937.71,1,SYSTEM,2025-07-15 03:40:40.003490
984,LEAD000984,Lead 984,lead984@example.com,+974838016705,1,2,115.0,5886543.66,1,SYSTEM,2025-03-07 08:03:40.003490
985,LEAD000985,Lead 985,lead985@example.com,+974695302038,2,2,88.0,2366771.27,1,SYSTEM,2025-08-30 05:16:40.003490
986,LEAD000986,Lead 986,lead986@example.com,+974915067517,3,2,258.0,6345898.32,1,SYSTEM,2025-03-22 19:54:40.003490
987,LEAD000987,Lead 987,lead987@example.com,+966820743657,1,1,338.0,3011227.21,1,SYSTEM,2024-11-05 19:15:40.003490
988,LEAD000988,Lead 988,lead988@example.com,+966551434683,1,1,,1804333.53,1,SYSTEM,2025-06-21 14:03:40.003490
989,LEAD000989,Lead 989,lead989@example.com,+971919884718,4,2,414.0,1320374.59,1,SYSTEM,2025-08-28 19:38:40.003490
990,LEAD000990,Lead 990,lead990@example.com,+971542937466,1,10,75.0,7307007.76,1,SYSTEM,2025-01-19 18:04:40.003490
991,LEAD000991,Lead 991,lead991@example.com,+971960355137,7,2,123.0,2822249.52,1,SYSTEM,2025-03-21 11:59:40.003490
992,LEAD000992,Lead 992,lead992@example.com,+966875200617,1,1,82.0,4280617.53,1,SYSTEM,2025-07-19 11:11:40.003490
993,LEAD000993,Lead 993,lead993@example.com,+966707603431,6,1,263.0,1253666.08,1,SYSTEM,2024-12-03 02:46:40.003490
994,LEAD000994,Lead 994,,+971880254549,1,7,370.0,2868780.18,1,SYSTEM,2025-07-03 00:39:40.003490
995,LEAD000995,Lead 995,lead995@example.com,+971982294757,2,2,359.0,1878477.36,1,SYSTEM,2025-04-18 07:42:40.003490
996,LEAD000996,Lead 996,,+974557526838,7,1,392.0,1259678.09,1,SYSTEM,2024-11-19 23:21:40.003490
997,LEAD000997,Lead 997,lead997@example.com,+966804008310,2,7,151.0,23317556.9,1,SYSTEM,2024-11-28 04:38:40.003490
998,LEAD000998,Lead 998,lead998@example.com,+971664001607,1,1,415.0,4643531.93,1,SYSTEM,2024-10-14 02:50:40.003490
999,LEAD000999,Lead 999,lead999@example.com,+974599744236,1,7,63.0,3276202.42,1,SYSTEM,2024-09-27 07:17:40.003490
1000,LEAD001000,Lead 1000,lead1000@example.com,+971791501628,2,1,122.0,4884296.43,1,SYSTEM,2024-09-25 05:28:40.003490
1001,LEAD001001,Lead 1001,lead1001@example.com,+974889204335,1,1,497.0,2107784.68,1,SYSTEM,2025-08-25 11:33:40.003490
1002,LEAD001002,Lead 1002,lead1002@example.com,+966641336714,1,7,334.0,2737741.78,1,SYSTEM,2025-01-14 14:30:40.003490
1003,LEAD001003,Lead 1003,lead1003@example.com,+966539126898,4,2,313.0,1688996.1,1,SYSTEM,2025-07-30 15:38:40.003490
1004,LEAD001004,Lead 1004,lead1004@example.com,+971762465901,1,1,439.0,4472526.45,1,SYSTEM,2025-02-26 11:25:40.003490
1005,LEAD001005,Lead 1005,,+971677372462,1,9,456.0,10442188.08,1,SYSTEM,2024-12-23 21:38:40.003490
1006,LEAD001006,Lead 1006,,+971997397408,4,1,457.0,2208361.23,1,SYSTEM,2024-12-26 06:20:40.003490
1007,LEAD001007,Lead 1007,lead1007@example.com,+971682301880,1,2,110.0,4102589.21,0,SYSTEM,2025-03-07 21:41:40.003490
1008,LEAD001008,Lead 1008,lead1008@example.com,+971830512910,2,2,274.0,3250598.45,1,SYSTEM,2025-01-16 20:19:40.003490
1009,LEAD001009,Lead 1009,lead1009@example.com,+966906578484,1,8,,1950599.23,1,SYSTEM,2025-09-11 06:18:40.003490
1010,LEAD001010,Lead 1010,lead1010@example.com,+974604777238,4,7,5.0,1458786.88,1,SYSTEM,2025-01-25 14:53:40.003490
1011,LEAD001011,Lead 1011,,+966975167795,2,7,182.0,2910187.97,1,SYSTEM,2025-08-31 04:30:40.003490
1012,LEAD001012,Lead 1012,lead1012@example.com,+974922110028,1,1,325.0,2621458.48,1,SYSTEM,2024-11-23 17:11:40.003490
1013,LEAD001013,Lead 1013,lead1013@example.com,+966933037458,1,7,42.0,1675098.99,1,SYSTEM,2024-10-03 19:27:40.003490
1014,LEAD001014,Lead 1014,lead1014@example.com,+971606634461,1,2,404.0,4258942.42,1,SYSTEM,2025-07-06 20:18:40.003490
1015,LEAD001015,Lead 1015,lead1015@example.com,+974715366932,4,1,419.0,1382604.52,1,SYSTEM,2025-01-04 19:22:40.003490
1016,LEAD001016,Lead 1016,lead1016@example.com,+966611101775,5,1,,4279156.36,1,SYSTEM,2025-03-31 06:12:40.003490
1017,LEAD001017,Lead 1017,lead1017@example.com,+966748007897,2,1,305.0,4336692.42,1,SYSTEM,2024-12-22 10:38:40.003490
1018,LEAD001018,Lead 1018,lead1018@example.com,+966652582526,4,7,48.0,874413.77,1,SYSTEM,2025-03-29 22:24:40.003490
1019,LEAD001019,Lead 1019,lead1019@example.com,+974912628074,7,2,180.0,934737.37,1,SYSTEM,2025-06-01 05:28:40.003490
1020,LEAD001020,Lead 1020,lead1020@example.com,+974943033633,1,7,49.0,2021378.49,1,SYSTEM,2024-11-23 21:55:40.003490
1021,LEAD001021,Lead 1021,lead1021@example.com,+966575636438,3,2,267.0,4390712.31,1,SYSTEM,2025-08-02 16:10:40.003490
1022,LEAD001022,Lead 1022,lead1022@example.com,+974965378190,1,1,232.0,3745536.29,1,SYSTEM,2025-05-24 20:02:40.003490
1023,LEAD001023,Lead 1023,,+966827573870,5,1,119.0,4448911.96,1,SYSTEM,2025-04-19 02:18:40.003490
1024,LEAD001024,Lead 1024,lead1024@example.com,+971868689760,3,2,242.0,8012781.92,1,SYSTEM,2025-01-08 04:09:40.003490
1025,LEAD001025,Lead 1025,lead1025@example.com,+974845756312,2,9,61.0,8588141.4,1,SYSTEM,2025-07-01 07:38:40.003490
1026,LEAD001026,Lead 1026,lead1026@example.com,+971594850751,3,1,207.0,5348655.34,1,SYSTEM,2025-01-31 11:18:40.003490
1027,LEAD001027,Lead 1027,lead1027@example.com,+971868997153,1,7,,1685302.36,1,SYSTEM,2025-05-06 14:39:40.003490
1028,LEAD001028,Lead 1028,lead1028@example.com,+974743588074,1,7,204.0,5657683.63,1,SYSTEM,2025-02-22 06:51:40.003490
1029,LEAD001029,Lead 1029,lead1029@example.com,+974992052125,3,3,379.0,3585747.04,1,SYSTEM,2025-03-06 23:28:40.003490
1030,LEAD001030,Lead 1030,lead1030@example.com,+966734246069,2,6,334.0,3192091.2,1,SYSTEM,2025-08-24 03:58:40.003490
1031,LEAD001031,Lead 1031,lead1031@example.com,+966787279811,1,2,173.0,3391452.14,1,SYSTEM,2025-09-07 07:24:40.003490
1032,LEAD001032,Lead 1032,lead1032@example.com,+966522467918,1,1,,2692373.14,1,SYSTEM,2024-12-15 23:30:40.003490
1033,LEAD001033,Lead 1033,lead1033@example.com,+966908108684,1,3,20.0,10995534.77,1,SYSTEM,2025-06-30 14:50:40.003490
1034,LEAD001034,Lead 1034,lead1034@example.com,+971748955274,2,2,381.0,10066524.2,1,SYSTEM,2025-03-30 05:52:40.003490
1035,LEAD001035,Lead 1035,lead1035@example.com,+971755663044,3,2,422.0,1840812.17,1,SYSTEM,2025-02-25 00:29:40.003490
1036,LEAD001036,Lead 1036,lead1036@example.com,+966649919532,4,8,,6179148.58,1,SYSTEM,2024-12-03 05:09:40.003490
1037,LEAD001037,Lead 1037,lead1037@example.com,+974813176471,5,1,413.0,7718382.17,1,SYSTEM,2025-05-22 14:45:40.003490
1038,LEAD001038,Lead 1038,lead1038@example.com,+974802690415,1,3,80.0,2426140.23,1,SYSTEM,2025-02-23 04:35:40.003490
1039,LEAD001039,Lead 1039,lead1039@example.com,+974945149840,2,2,276.0,2801358.14,1,SYSTEM,2025-09-12 14:19:40.003490
1040,LEAD001040,Lead 1040,lead1040@example.com,+971978300016,1,7,246.0,785682.41,1,SYSTEM,2025-04-25 17:59:40.003490
1041,LEAD001041,Lead 1041,lead1041@example.com,+971914793251,2,2,73.0,4434710.84,1,SYSTEM,2025-06-14 06:33:40.003490
1042,LEAD001042,Lead 1042,,+966622331219,1,2,236.0,5477605.58,1,SYSTEM,2025-04-20 18:19:40.003490
1043,LEAD001043,Lead 1043,lead1043@example.com,+966723500813,3,1,277.0,2210197.28,1,SYSTEM,2025-08-16 20:19:40.003490
1044,LEAD001044,Lead 1044,,+966843819424,3,1,146.0,6088477.04,1,SYSTEM,2025-02-28 22:34:40.003490
1045,LEAD001045,Lead 1045,lead1045@example.com,+971914799315,3,4,43.0,3316092.48,1,SYSTEM,2025-03-07 18:09:40.003490
1046,LEAD001046,Lead 1046,lead1046@example.com,+971649522049,1,1,198.0,2732240.65,1,SYSTEM,2025-03-21 12:15:40.003490
1047,LEAD001047,Lead 1047,lead1047@example.com,+966699276099,1,7,123.0,2218823.25,1,SYSTEM,2024-12-02 01:22:40.003490
1048,LEAD001048,Lead 1048,lead1048@example.com,+966803393288,2,4,73.0,2052487.82,1,SYSTEM,2025-01-15 08:05:40.003490
1049,LEAD001049,Lead 1049,lead1049@example.com,+971830789117,3,1,43.0,970821.48,1,SYSTEM,2024-10-07 21:19:40.003490
1050,LEAD001050,Lead 1050,lead1050@example.com,+971764632526,2,6,362.0,1762560.73,1,SYSTEM,2025-07-20 16:24:40.003490
1051,LEAD001051,Lead 1051,lead1051@example.com,+966814533304,1,6,117.0,3371972.95,1,SYSTEM,2025-04-13 18:42:40.003490
